,",Origin_stop_ID,Origin_stop_name,Destination_stop_ID,Destination_stop_name,Nr_pass_completed,Average_travel_time,Average_number_boardings,Unnamed: 7"
1701,"1701,5001,Isolatorweg,5105,Brink,2,3632.75,2,"
1702,"1702,5119,De_Boelelaan/VU,5105,Brink,9,1649.51,1,"
1703,"1703,5118,A.J._Ernststraat,5105,Brink,5,1355.49,1,"
1704,"1704,5117,Van_Boshuizenstraat,5105,Brink,2,1267.88,1,"
1705,"1705,5116,Uilenstede,5105,Brink,1,1348.57,1,"
1706,"1706,5111,Amstelveen_centrum,5105,Brink,2,727.764,1,"
1707,"1707,5110,Ouderkerkerlaan,5105,Brink,2,802.248,1,"
1708,"1708,5109,Sportlaan,5105,Brink,2,368.267,1,"
1709,"1709,5107,Gondel,5105,Brink,1,271.607,1,"
1710,"1710,5106,Meent,5105,Brink,1,143.819,1,"
1711,"1711,5103,Spinnerij,5105,Brink,1,365.813,1,"
1712,"1712,5101,Westwijk,5105,Brink,3,564.701,1,"
1713,"1713,5126,Centraal_Station,5104,Poortwachter,16,3130.64,1,"
1714,"1714,5125,Nieuwmarkt,5104,Poortwachter,4,2991.08,1,"
1715,"1715,5124,Waterlooplein,5104,Poortwachter,11,3123.98,1,"
1716,"1716,5123,Weesperplein,5104,Poortwachter,40,2883.23,1,"
1717,"1717,5122,Wibautstraat,5104,Poortwachter,11,2713.98,1,"
1718,"1718,5121,Amstelstation,5104,Poortwachter,17,2587.91,1,"
1719,"1719,5120,Spaklerweg,5104,Poortwachter,7,2436.06,1,"
1720,"1720,5018,Station_Holendrecht,5104,Poortwachter,1,3066.26,2,"
1721,"1721,5304,Verrijn_Stuartweg,5104,Poortwachter,3,3817.09,2,"
1722,"1722,5011,Station_RAI,5104,Poortwachter,14,2186.06,1,"
1723,"1723,5010,Station_Zuid,5104,Poortwachter,13,1925.4,1,"
1724,"1724,5008,Henk_Sneevlietweg,5104,Poortwachter,1,2536.87,2,"
1725,"1725,5006,Station_Lelylaan,5104,Poortwachter,0,-nan(ind),-nan(ind),"
1726,"1726,5005,Postjesweg,5104,Poortwachter,1,2964.98,2,"
1727,"1727,5004,Jan_van_Galenstraat,5104,Poortwachter,3,2971.87,2,"
1728,"1728,5003,Burg_De_Vlugtlaan,5104,Poortwachter,1,3378.5,2,"
1729,"1729,5002,Station_Sloterdijk,5104,Poortwachter,3,3541.28,2,"
1730,"1730,5119,De_Boelelaan/VU,5104,Poortwachter,19,1810.23,1,"
1731,"1731,5118,A.J._Ernststraat,5104,Poortwachter,8,1556.5,1,"
1732,"1732,5117,Van_Boshuizenstraat,5104,Poortwachter,1,1584.69,1,"
1733,"1733,5116,Uilenstede,5104,Poortwachter,2,1303.14,1,"
1734,"1734,5115,Kronenburg,5104,Poortwachter,5,1272.93,1,"
1735,"1735,5114,Zonnestein,5104,Poortwachter,2,1154,1,"
1736,"1736,5112,Oranjebaan,5104,Poortwachter,1,909.974,1,"
1737,"1737,5111,Amstelveen_centrum,5104,Poortwachter,1,1079.84,1,"
1738,"1738,5110,Ouderkerkerlaan,5104,Poortwachter,6,788.704,1,"
1739,"1739,5109,Sportlaan,5104,Poortwachter,1,704.428,1,"
1740,"1740,5107,Gondel,5104,Poortwachter,1,570.49,1,"
1741,"1741,5106,Meent,5104,Poortwachter,1,717.751,1,"
1742,"1742,5103,Spinnerij,5104,Poortwachter,1,342.78,1,"
1743,"1743,5102,Sacharovlaan,5104,Poortwachter,4,375.543,1,"
1744,"1744,5101,Westwijk,5104,Poortwachter,10,475.387,1,"
1745,"1745,5126,Centraal_Station,5103,Spinnerij,2,3377.75,1,"
1746,"1746,5125,Nieuwmarkt,5103,Spinnerij,3,3210.94,1,"
1747,"1747,5124,Waterlooplein,5103,Spinnerij,4,3170.48,1,"
1748,"1748,5123,Weesperplein,5103,Spinnerij,5,3085.36,1,"
1749,"1749,5122,Wibautstraat,5103,Spinnerij,1,2898.94,1,"
1750,"1750,5121,Amstelstation,5103,Spinnerij,1,2827.55,1,"
1751,"1751,5120,Spaklerweg,5103,Spinnerij,3,2630.37,1,"
1752,"1752,5010,Station_Zuid,5103,Spinnerij,4,2263.15,1,"
1753,"1753,5006,Station_Lelylaan,5103,Spinnerij,1,3045.97,2,"
1754,"1754,5002,Station_Sloterdijk,5103,Spinnerij,1,3699.67,2,"
1755,"1755,5119,De_Boelelaan/VU,5103,Spinnerij,7,1824.8,1,"
1756,"1756,5118,A.J._Ernststraat,5103,Spinnerij,4,1811.3,1,"
1757,"1757,5114,Zonnestein,5103,Spinnerij,2,1220.16,1,"
1758,"1758,5111,Amstelveen_centrum,5103,Spinnerij,4,997.65,1,"
1759,"1759,5110,Ouderkerkerlaan,5103,Spinnerij,2,1214.33,1,"
1760,"1760,5109,Sportlaan,5103,Spinnerij,1,894.39,1,"
1761,"1761,5105,Brink,5103,Spinnerij,1,528.958,1,"
1762,"1762,5101,Westwijk,5103,Spinnerij,2,332.819,1,"
1763,"1763,5126,Centraal_Station,5102,Sacharovlaan,31,3376.69,1,"
1764,"1764,5125,Nieuwmarkt,5102,Sacharovlaan,19,3324.84,1,"
1765,"1765,5124,Waterlooplein,5102,Sacharovlaan,16,3281.66,1,"
1766,"1766,5123,Weesperplein,5102,Sacharovlaan,44,3087.32,1,"
1767,"1767,5122,Wibautstraat,5102,Sacharovlaan,9,2885,1,"
1768,"1768,5121,Amstelstation,5102,Sacharovlaan,37,2885.68,1,"
1769,"1769,5120,Spaklerweg,5102,Sacharovlaan,6,2756.93,1,"
1770,"1770,5013,Van_der_Madeweg,5102,Sacharovlaan,1,2964.04,2,"
1771,"1771,5016,Station_Bijlmer_ArenA,5102,Sacharovlaan,1,3197.03,2,"
1772,"1772,5018,Station_Holendrecht,5102,Sacharovlaan,1,3352.27,2,"
1773,"1773,5306,Venserpolder,5102,Sacharovlaan,1,4113.52,2,"
1774,"1774,5305,Station_Diemen-Zuid,5102,Sacharovlaan,1,4072.24,2,"
1775,"1775,5304,Verrijn_Stuartweg,5102,Sacharovlaan,2,3998.33,2,"
1776,"1776,5303,Station_Ganzenhoef,5102,Sacharovlaan,1,3664.6,2,"
1777,"1777,5012,Overamstel,5102,Sacharovlaan,3,2570.94,1,"
1778,"1778,5011,Station_RAI,5102,Sacharovlaan,19,2359.01,1,"
1779,"1779,5010,Station_Zuid,5102,Sacharovlaan,18,2165.71,1,"
1780,"1780,5008,Henk_Sneevlietweg,5102,Sacharovlaan,3,3040.47,2,"
1781,"1781,5006,Station_Lelylaan,5102,Sacharovlaan,2,3134.9,2,"
1782,"1782,5004,Jan_van_Galenstraat,5102,Sacharovlaan,1,3772.78,2,"
1783,"1783,5003,Burg_De_Vlugtlaan,5102,Sacharovlaan,4,3657.82,2,"
1784,"1784,5002,Station_Sloterdijk,5102,Sacharovlaan,10,3606.59,2,"
1785,"1785,5119,De_Boelelaan/VU,5102,Sacharovlaan,37,1962.86,1,"
1786,"1786,5118,A.J._Ernststraat,5102,Sacharovlaan,14,1789.21,1,"
1787,"1787,5117,Van_Boshuizenstraat,5102,Sacharovlaan,5,1736.28,1,"
1788,"1788,5116,Uilenstede,5102,Sacharovlaan,5,1615.58,1,"
1789,"1789,5115,Kronenburg,5102,Sacharovlaan,2,1378.39,1,"
1790,"1790,5114,Zonnestein,5102,Sacharovlaan,1,1536.16,1,"
1791,"1791,5113,Onderuit,5102,Sacharovlaan,1,1089.34,1,"
1792,"1792,5112,Oranjebaan,5102,Sacharovlaan,1,1205.69,1,"
1793,"1793,5111,Amstelveen_centrum,5102,Sacharovlaan,4,1199.59,1,"
1794,"1794,5110,Ouderkerkerlaan,5102,Sacharovlaan,15,1028.57,1,"
1795,"1795,5109,Sportlaan,5102,Sacharovlaan,11,923.732,1,"
1796,"1796,5107,Gondel,5102,Sacharovlaan,2,745.901,1,"
1797,"1797,5106,Meent,5102,Sacharovlaan,1,712.428,1,"
1798,"1798,5104,Poortwachter,5102,Sacharovlaan,9,511.309,1,"
1799,"1799,5103,Spinnerij,5102,Sacharovlaan,3,234.376,1,"
1800,"1800,5101,Westwijk,5102,Sacharovlaan,16,268.391,1,"
1801,"1801,5126,Centraal_Station,5101,Westwijk,41,3484.39,1,"
1802,"1802,5125,Nieuwmarkt,5101,Westwijk,29,3485.57,1,"
1803,"1803,5124,Waterlooplein,5101,Westwijk,26,3316.6,1,"
1804,"1804,5123,Weesperplein,5101,Westwijk,45,3205.28,1,"
1805,"1805,5122,Wibautstraat,5101,Westwijk,21,3054.95,1,"
1806,"1806,5121,Amstelstation,5101,Westwijk,29,2970.16,1,"
1807,"1807,5120,Spaklerweg,5101,Westwijk,3,2874.41,1,"
1808,"1808,5013,Van_der_Madeweg,5101,Westwijk,1,2720.43,2,"
1809,"1809,5014,Station_Duivendrecht,5101,Westwijk,22,2994.03,2,"
1810,"1810,5015,Strandvliet,5101,Westwijk,19,3157.25,2,"
1811,"1811,5016,Station_Bijlmer_ArenA,5101,Westwijk,123,3180.31,2,"
1812,"1812,5017,Bullewijk,5101,Westwijk,23,3360.57,2,"
1813,"1813,5018,Station_Holendrecht,5101,Westwijk,34,3445.66,2,"
1814,"1814,5019,Reigersbos,5101,Westwijk,9,3370.98,2,"
1815,"1815,5306,Venserpolder,5101,Westwijk,1,4353.92,2,"
1816,"1816,5305,Station_Diemen-Zuid,5101,Westwijk,1,3831.61,2,"
1817,"1817,5011,Station_RAI,5101,Westwijk,14,2449.55,1,"
1818,"1818,5010,Station_Zuid,5101,Westwijk,32,2263.34,1,"
1819,"1819,5009,Amstelreenseweg,5101,Westwijk,11,2728.22,2,"
1820,"1820,5008,Henk_Sneevlietweg,5101,Westwijk,9,3168.35,2,"
1821,"1821,5006,Station_Lelylaan,5101,Westwijk,12,3167.77,2,"
1822,"1822,5005,Postjesweg,5101,Westwijk,5,3190.59,2,"
1823,"1823,5004,Jan_van_Galenstraat,5101,Westwijk,4,3730.35,2,"
1824,"1824,5003,Burg_De_Vlugtlaan,5101,Westwijk,8,3702.26,2,"
1825,"1825,5002,Station_Sloterdijk,5101,Westwijk,12,3676.21,2,"
1826,"1826,5001,Isolatorweg,5101,Westwijk,2,3532.89,2,"
1827,"1827,5117,Van_Boshuizenstraat,5101,Westwijk,3,1756.21,1,"
1828,"1828,5112,Oranjebaan,5101,Westwijk,1,1286.89,1,"
1829,"1829,5111,Amstelveen_centrum,5101,Westwijk,1,1189.41,1,"
1830,"1830,5102,Sacharovlaan,5101,Westwijk,2,222.594,1,"
